pulled_at,source,date,headline,url,tags
2026-08-05T20:58:09.012313,FDA Device Recall,2026-07-29,"AVID Medical, Inc. — Class II recall (VA)",https://www.accessdata.fda.gov/scripts/ires/index.cfm,
2026-08-05T20:58:09.012313,FDA Device Recall,2026-07-29,"KENT IMAGING, INC. — Class II recall (N/A)",https://www.accessdata.fda.gov/scripts/ires/index.cfm,
2026-08-05T20:58:09.012313,FDA Device Recall,2026-07-29,"Medline Industries, LP — Class I recall (IL)",https://www.accessdata.fda.gov/scripts/ires/index.cfm,
2026-08-05T20:58:09.012313,FDA Device Recall,2026-07-29,"Medline Industries, LP — Class II recall (IL)",https://www.accessdata.fda.gov/scripts/ires/index.cfm,
2026-08-05T20:58:09.012313,FDA Device Recall,2026-07-29,"Medline Industries, LP — Class II recall (IL)",https://www.accessdata.fda.gov/scripts/ires/index.cfm,
2026-08-05T20:58:09.012313,FDA Device Recall,2026-07-29,"Medline Industries, LP — Class II recall (IL)",https://www.accessdata.fda.gov/scripts/ires/index.cfm,
2026-08-05T20:58:09.012313,FDA Device Recall,2026-07-29,"Micro Therapeutics,  Inc. — Class II recall (CA)",https://www.accessdata.fda.gov/scripts/ires/index.cfm,
2026-08-05T20:58:09.012313,FDA Device Recall,2026-07-29,"Medline Industries, LP — Class II recall (IL)",https://www.accessdata.fda.gov/scripts/ires/index.cfm,
2026-08-05T20:58:09.012313,FDA Device Recall,2026-07-29,"Medline Industries, LP — Class I recall (IL)",https://www.accessdata.fda.gov/scripts/ires/index.cfm,
2026-08-05T20:58:09.012313,FDA Device Recall,2026-07-29,Olympus Corporation of the Americas — Class II recall (PA),https://www.accessdata.fda.gov/scripts/ires/index.cfm,
2026-08-05T20:58:09.012313,FDA Device Recall,2026-07-29,"Medline Industries, LP — Class II recall (IL)",https://www.accessdata.fda.gov/scripts/ires/index.cfm,
2026-08-05T20:58:09.012313,FDA Device Recall,2026-07-29,Boston Scientific Corporation — Class II recall (MN),https://www.accessdata.fda.gov/scripts/ires/index.cfm,
2026-08-05T20:58:09.012313,FDA Device Recall,2026-07-29,"Medline Industries, LP — Class II recall (IL)",https://www.accessdata.fda.gov/scripts/ires/index.cfm,
2026-08-05T20:58:09.012313,FDA Device Recall,2026-07-29,"Emano Metrics, Inc. — Class II recall (OR)",https://www.accessdata.fda.gov/scripts/ires/index.cfm,
2026-08-05T20:58:09.012313,FDA Device Recall,2026-07-29,Boston Scientific Corporation — Class II recall (MN),https://www.accessdata.fda.gov/scripts/ires/index.cfm,
2026-08-05T20:58:09.012313,FDA Device Recall,2026-07-29,SEASPINE ORTHOPEDICS CORPORATION — Class II recall (CA),https://www.accessdata.fda.gov/scripts/ires/index.cfm,
2026-08-05T20:58:09.012313,FDA Device Recall,2026-07-29,PIE Medical Imaging B.V. — Class II recall (N/A),https://www.accessdata.fda.gov/scripts/ires/index.cfm,
2026-08-05T20:58:09.012313,FDA Device Recall,2026-07-29,"Prismatik Dentalcraft, Inc. — Class II recall (CA)",https://www.accessdata.fda.gov/scripts/ires/index.cfm,
2026-08-05T20:58:09.012313,FDA Device Recall,2026-07-29,"Medline Industries, LP — Class II recall (IL)",https://www.accessdata.fda.gov/scripts/ires/index.cfm,
2026-08-05T20:58:09.012313,FDA Device Recall,2026-07-29,Boston Scientific Corporation — Class II recall (MN),https://www.accessdata.fda.gov/scripts/ires/index.cfm,
2026-08-05T20:58:09.012313,FDA Device Recall,2026-07-29,Boston Scientific Corporation — Class II recall (MN),https://www.accessdata.fda.gov/scripts/ires/index.cfm,
2026-08-05T20:58:09.012313,FDA Device Recall,2026-07-29,"Medline Industries, LP — Class I recall (IL)",https://www.accessdata.fda.gov/scripts/ires/index.cfm,
2026-08-05T20:58:09.012313,FDA Device Recall,2026-07-29,Olympus Corporation of the Americas — Class II recall (PA),https://www.accessdata.fda.gov/scripts/ires/index.cfm,
2026-08-05T20:58:09.012313,CPSC Recall,2026-07-30T00:00:00,15-Drawer Dressers Recalled Due to Risk of Serious Injury or Death from Tip-Over and Entrapment Hazards; Violate Mandatory Standard for Clothing Storage Units; Sold on Amazon by Enhomee-Direct,https://www.cpsc.gov/Recalls/2026/15-Drawer-Dressers-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Tip-Over-and-Entrapment-Hazards-Violate-Mandatory-Standard-for-Clothing-Storage-Units-Sold-on-Amazon-by-Enhomee-Direct,fatality-linked
2026-08-05T20:58:09.012313,CPSC Recall,2026-07-30T00:00:00,5-Drawer Dressers Recalled Due to Risk of Serious Injury or Death from Tip-Over and Entrapment Hazards; Violate Mandatory Standard for Clothing Storage Units; Sold on Amazon by KAIFAM,https://www.cpsc.gov/Recalls/2026/5-Drawer-Dressers-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Tip-Over-and-Entrapment-Hazards-Violate-Mandatory-Standard-for-Clothing-Storage-Units-Sold-on-Amazon-by-KAIFAM,fatality-linked
2026-08-05T20:58:09.012313,CPSC Recall,2026-07-30T00:00:00,BenQ America Recalls GV31 Portable Projectors Due to Risk of Serious Injury or Death from Fire and Burn Hazards,https://www.cpsc.gov/Recalls/2026/BenQ-America-Recalls-GV31-Portable-Projectors-Due-to-Risk-of-Serious-Injury-or-Death-from-Fire-and-Burn-Hazards,fatality-linked
2026-08-05T20:58:09.012313,CPSC Recall,2026-07-30T00:00:00,Galanz Americas Recalls Retro Refrigerators Due to Risk of Serious Injury or Death from Fire and Burn Hazards; One Death Reported,https://www.cpsc.gov/Recalls/2026/Galanz-Americas-Recalls-Retro-Refrigerators-Due-to-Risk-of-Serious-Injury-or-Death-from-Fire-and-Burn-Hazards-One-Death-Reported,fatality-linked
2026-08-05T20:58:09.012313,CPSC Recall,2026-07-30T00:00:00,Golden Link Recalls Fantastic Four Cups and Captain America Popcorn Helmet Containers with LED Lights Due to Risk of Serious Injury or Death from Battery Ingestion Hazard; Violate Mandatory Standard for Consumer Products with Button Cell Batteries,https://www.cpsc.gov/Recalls/2026/Golden-Link-Recalls-Fantastic-Four-Cups-and-Captain-America-Popcorn-Helmet-Containers-with-LED-Lights-Due-to-Risk-of-Serious-Injury-or-Death-from-Battery-Ingestion-Hazard-Violate-Mandatory-Standard-for-Consumer-Products-with-Button-Cell,fatality-linked
2026-08-05T20:58:09.012313,CPSC Recall,2026-07-30T00:00:00,HARPPA Recalls Nordi Toddler Tower Stools Due to Risk of Serious Injury and Death from Entrapment and Fall Hazards,https://www.cpsc.gov/Recalls/2026/HARPPA-Recalls-Nordi-Toddler-Tower-Stools-Due-to-Risk-of-Serious-Injury-and-Death-from-Entrapment-and-Fall-Hazards,fatality-linked
2026-08-05T20:58:09.012313,CPSC Recall,2026-07-30T00:00:00,Heated Sherpa Throws and Blankets Recalled Due to Risk of Serious Injury or Death from Fire and Burn Hazards; Sold on Amazon by OCTROT,https://www.cpsc.gov/Recalls/2026/Heated-Sherpa-Throws-and-Blankets-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Fire-and-Burn-Hazards-Sold-on-Amazon-by-OCTROT,fatality-linked
2026-08-05T20:58:09.012313,CPSC Recall,2026-07-30T00:00:00,"Jake's Fireworks Recalls World Class Fireworks ""Skull Strobe"" Rockets Due to Risk of Serious Injury from Explosion and Burn Hazards",https://www.cpsc.gov/Recalls/2026/Jakes-Fireworks-Recalls-World-Class-Fireworks-Skull-Strobe-Rockets-Due-to-Risk-of-Serious-Injury-from-Explosion-and-Burn-Hazards,
2026-08-05T20:58:09.012313,CPSC Recall,2026-07-30T00:00:00,Joyin Expands Recall of Sloosh Dive Sticks Due to Risk of Serious Injury from Impalement; Violate Federal Dive Sticks Ban,https://www.cpsc.gov/Recalls/2026/Joyin-Expands-Recall-of-Sloosh-Dive-Sticks-Due-to-Risk-of-Serious-Injury-from-Impalement-Violate-Federal-Dive-Sticks-Ban,
2026-08-05T20:58:09.012313,CPSC Recall,2026-07-30T00:00:00,Mangohood Direct Kids Kitchen Standing Towers Recalled Due to Risk of Serious Injury and Death from Entrapment and Fall Hazards; Imported by Hangzhou Xinyanchuangxin,https://www.cpsc.gov/Recalls/2026/Mangohood-Direct-Kids-Kitchen-Standing-Towers-Recalled-Due-to-Risk-of-Serious-Injury-and-Death-from-Entrapment-and-Fall-Hazards-Imported-by-Hangzhou-Xinyanchuangxin,fatality-linked
2026-08-05T20:58:09.012313,CPSC Recall,2026-07-30T00:00:00,Mommy's Baby Lovely Deluxe Baby Doll Playsets Recalled Due to Risk of Serious Injury or Death from Choking Hazard; Violate Small Parts Ban; Sold on Temu by TOYHW,https://www.cpsc.gov/Recalls/2026/Mommys-Baby-Lovely-Deluxe-Baby-Doll-Playsets-Recalled-Due-to-Risk-of-Serious-Injury-or-Death-from-Choking-Hazard-Violate-Small-Parts-Ban-Sold-on-Temu-by-TOYHW,fatality-linked
2026-08-05T20:58:09.012313,CPSC Recall,2026-07-30T00:00:00,OCOOPA Direct Recalls 1.5 Million Rechargeable Hand Warmers Due to Risk of Serious Injury or Death from Fire and Burn Hazards; One Death Reported; Imported by Shenzhen Street Cat Technology,https://www.cpsc.gov/Recalls/2026/OCOOPA-Direct-Recalls-1-5-Million-Rechargeable-Hand-Warmers-Due-to-Risk-of-Serious-Injury-or-Death-from-Fire-and-Burn-Hazards-One-Death-Reported-Imported-by-Shenzhen-Street-Cat-Technology,fatality-linked
2026-08-05T20:58:09.012313,CPSC Recall,2026-07-30T00:00:00,Recall of Cpzzkq Baby Loungers Expanded Due to Risk Serious Injury or Death from Suffocation Hazard; Violate Mandatory Standard for Infant Support Cushions; Sold on Amazon by CetoPMax,https://www.cpsc.gov/Recalls/2026/Recall-of-Cpzzkq-Baby-Loungers-Expanded-Due-to-Risk-of-Serious-Injury-or-Death-from-Suffocation-Hazard-Violate-Mandatory-Standard-for-Infant-Support-Cushions-Sold-on-Amazon-by-CetoPMax,fatality-linked
2026-08-05T20:58:09.012313,CPSC Recall,2026-07-30T00:00:00,Trsmima Zipline Kits and Zipline Spring Brakes Recalled Due to Fall and Collision Hazards; Manufactured by Trsmima,https://www.cpsc.gov/Recalls/2026/Trsmima-Zipline-Kits-and-Zipline-Spring-Brakes-Recalled-Due-to-Fall-and-Collision-Hazards-Manufactured-by-Trsmima,WATCHLIST:Apple
2026-08-05T20:58:09.012313,CPSC Recall,2026-07-30T00:00:00,Woodure Toddler Kitchen Step Stools Recalled Due to Risk of Serious Injury and Death from Entrapment and Fall Hazards; Imported by Shenzhen Muqiqu Creative Development,https://www.cpsc.gov/Recalls/2026/Woodure-Toddler-Kitchen-Step-Stools-Recalled-Due-to-Risk-of-Serious-Injury-and-Death-from-Entrapment-and-Fall-Hazards-Imported-by-Shenzhen-Muqiqu-Creative-Development,fatality-linked
2026-08-05T20:58:09.012313,CPSC Recall,2000-09-14T00:00:00,"CPSC, Vaid Enterprises Announce Recall of ""BIC"" Cigarette Lighters",https://www.cpsc.gov/Recalls/2000/CPSC-Vaid-Enterprises-Announce-Recall-of-BIC-Cigarette-Lighters,
2026-08-05T20:58:09.012313,CPSC Recall,2000-08-08T00:00:00,"CPSC, Kmart Announce Recall of Children's Swim Masks",https://www.cpsc.gov/Recalls/2000/CPSC-Kmart-Announce-Recall-of-Childrens-Swim-Masks,
2026-08-05T20:58:09.012313,CPSC Recall,2000-08-08T00:00:00,"CPSC, Safety 1st Announce Recall to Repair Baby Walkers",https://www.cpsc.gov/Recalls/2000/CPSC-Safety-1st-Announce-Recall-to-Repair-Baby-Walkers,
2026-08-05T20:58:09.012313,CPSC Recall,2000-08-03T00:00:00,"CPSC, Appliance Co. of America LLC Announce Recall of Juice Extractors Sold at Kmart",https://www.cpsc.gov/Recalls/2000/CPSC-Appliance-Co-of-America-LLC-Announce-Recall-of-Juice-Extractors-Sold-at-Kmart,
2026-08-05T20:58:09.012313,CPSC Recall,2000-08-02T00:00:00,"CPSC, Rashti & Rashti Announce Recall of Pacifier Clips",https://www.cpsc.gov/Recalls/2000/CPSC-Rashti--Rashti-Announce-Recall-of-Pacifier-Clips,
2026-08-05T20:58:09.012313,CPSC Recall,2000-08-01T00:00:00,CPSC and The Coleman Co. Announce Recall of Gas Grills,https://www.cpsc.gov/Recalls/2000/CPSC-and-The-Coleman-Co-Announce-Recall-of-Gas-Grills,
2026-08-05T20:58:09.012313,CPSC Recall,2000-07-28T00:00:00,"CPSC, AmeriGas Propane L.P. Announce Recall of Propane Cylinders",https://www.cpsc.gov/Recalls/2000/CPSC-AmeriGas-Propane-LP-Announce-Recall-of-Propane-Cylinders,
2026-08-05T20:58:09.012313,CPSC Recall,2000-07-27T00:00:00,"CPSC, Hufco-Delaware Co. Announce Recall to Repair Gerry® TrailTech™ Backpack Baby Carriers",https://www.cpsc.gov/Recalls/2000/CPSC-Hufco-Delaware-Co-Announce-Recall-to-Repair-Gerry-TrailTech-Backpack-Baby-Carriers,
2026-08-05T20:58:09.012313,CPSC Recall,2000-07-24T00:00:00,"CPSC, Gymboree Announce Recall of Plush Shape Sorters and Stacking Toys",https://www.cpsc.gov/Recalls/2000/CPSC-Gymboree-Announce-Recall-of-Plush-Shape-Sorters-and-Stacking-Toys,
2026-08-05T20:58:09.012313,CPSC Recall,2000-07-24T00:00:00,"CPSC, Master Lock Co. Announce Recall to Replace Gun Locks",https://www.cpsc.gov/Recalls/2000/CPSC-Master-Lock-Co-Announce-Recall-to-Replace-Gun-Locks,
2026-08-05T20:58:09.012313,CPSC Recall,2000-07-21T00:00:00,"CPSC, Shelcore Inc. Announce Recall Children's Play Tables to Replace Mallets",https://www.cpsc.gov/Recalls/2000/CPSC-Shelcore-Inc-Announce-Recall-Childrens-Play-Tables-to-Replace-Mallets,
2026-08-05T20:58:09.012313,Marler Blog (food safety plaintiff bar),2026-08-05,"Seven States Moved and Added 1,918  Cases. The Cyclospora Count Is 25,213. The Real Number may be 869,891.",https://www.marlerblog.com/case-news/seven-states-moved-and-added-1572-cases-the-cyclospora-count-is-24867/,fatality-linked
2026-08-05T20:58:09.012313,Marler Blog (food safety plaintiff bar),2026-08-05,A South Carolina Farm Tested Positive for Salmonella in February 2001 and Shipped Eggs to Four Prisons in March. Six Hundred Eighty-Eight Inmates Got Sick. Every Egg Outbreak Since Has Been About That Same Gap.,https://www.marlerblog.com/case-news/a-south-carolina-farm-tested-positive-for-salmonella-in-february-2001-and-shipped-eggs-to-four-prisons-in-march-six-hundred-eighty-eight-inmates-got-sick-every-egg-outbreak-since-has-been/,multi-state; fatality-linked
2026-08-05T20:58:09.012313,Marler Blog (food safety plaintiff bar),2026-08-05,"Twenty-Three Questions About the Cyclospora Outbreak. One Has Been Refused in Print, Three Have Moved Without Being Answered, Nineteen Have No Answer at All. Twenty-Six Days Left.",https://www.marlerblog.com/case-news/twenty-three-questions-about-the-cyclospora-outbreak-one-has-been-refused-in-print-three-have-moved-without-being-answered-nineteen-have-no-answer-at-all-twenty-six-days-left/,fatality-linked
2026-08-05T20:58:09.012313,Marler Blog (food safety plaintiff bar),2026-08-05,"At Least 212 Sick with Salmonella Javiana from Jalapeños, Two States Confirmed, and Nobody Will Yet Name the Grower. Here Are the Questions Somebody Should Have to Answer.",https://www.marlerblog.com/case-news/at-least-212-sick-with-salmonella-javiana-from-jalapenos-two-states-confirmed-and-nobody-will-yet-name-the-grower-here-are-the-questions-somebody-should-have-to-answer/,fatality-linked
2026-08-05T20:58:09.012313,Marler Blog (food safety plaintiff bar),2026-08-05,Minnesota Says 110. Colorado Says 110. FDA Says 212. What We Know and What We Do Not About Two States and One Salmonella Outbreak.,https://www.marlerblog.com/case-news/minnesota-says-110-colorado-says-110-fda-says-212-what-we-know-and-what-we-do-not-about-two-states-and-one-salmonella-outbreak/,
2026-08-05T20:58:09.012313,Marler Blog (food safety plaintiff bar),2026-08-04,The WAPO Is Now the CDC and the FDA. It Named All Six New States out of Fifteen This Afternoon. Every Federal Page Still Says Nine.,https://www.marlerblog.com/case-news/the-wapo-is-now-the-cdc-and-the-fda-it-named-all-six-new-states-out-of-fifteen-this-afternoon-every-federal-page-still-says-nine/,fatality-linked
2026-08-05T20:58:09.012313,Marler Blog (food safety plaintiff bar),2026-08-04,"Fifteen States Now, and Missouri Says It Is One of Them. Taylor Farms Says the Lettuce Went Out June 29. FDA Says People Started Getting Sick June 22. The Cyclospora Count Is 22,957.",https://www.marlerblog.com/case-news/fifteen-states-now-and-missouri-says-it-is-one-of-them-taylor-farms-says-the-lettuce-went-out-june-29-fda-says-people-started-getting-sick-june-22-the-cyclospora-count-is-22957/,fatality-linked
2026-08-05T20:58:09.012313,Marler Blog (food safety plaintiff bar),2026-08-04,Chipotle Pulled Jalapeños After 110 Fell Ill in Minnesota with Salmonella. FDA and CDC Still Say Nothing.,https://www.marlerblog.com/case-news/chipotle-pulled-jalapenos-after-110-fell-ill-in-minnesota-with-salmonella-fda-and-cdc-still-say-nothing/,fatality-linked
2026-08-05T20:58:09.012313,Marler Blog (food safety plaintiff bar),2026-08-04,"FDA Published Traceback Diagrams for 474 E. coli Illnesses. There Are 22,683 Cyclospora Illnesses and No Diagram at All.",https://www.marlerblog.com/case-news/fda-published-traceback-diagrams-for-474-e-coli-illnesses-there-are-22683-cyclospora-illnesses-and-no-diagram-at-all/,multi-state; fatality-linked
2026-08-05T20:58:09.012313,Marler Blog (food safety plaintiff bar),2026-08-04,"Missouri Doubled in a Week to 1,095, and CDC Says None of It Is This Outbreak. St. Louis County Says Its Patients Ate at Taco Bell. The Cyclospora Count Is Now 22,683.",https://www.marlerblog.com/case-news/missouri-doubled-in-a-week-to-1095-and-cdc-says-none-of-it-is-this-outbreak-st-louis-county-says-its-patients-ate-at-taco-bell-the-cyclospora-count-is-now-22683/,fatality-linked
2026-08-05T20:58:09.012313,Top Class Actions,2026-08-05,Baby formula lawsuit investigation: Did you overpay for store brands?,https://topclassactions.com/lawsuit-settlements/investigations/store-brand-infant-formula-antitrust-lawsuit/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-08-05,$1.25M Farmers Insurance TCPA class action settlement,https://topclassactions.com/lawsuit-settlements/open-lawsuit-settlements/1-25m-farmers-insurance-tcpa-class-action-settlement/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-08-05,$7.5M YouTube TV automatic renewal class action settlement,https://topclassactions.com/lawsuit-settlements/open-lawsuit-settlements/7-5m-youtube-tv-automatic-renewal-class-action-settlement/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-08-05,Anthropic class action alleges Claude subscribers paid for degraded AI service,https://topclassactions.com/lawsuit-settlements/lawsuit-news/anthropic-class-action-alleges-claude-subscribers-paid-for-degraded-ai-service/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-08-05,Target sued over claims it sold Nara Organics infant formula linked to botulism outbreak,https://topclassactions.com/lawsuit-settlements/lawsuit-news/target-sued-over-claims-it-sold-nara-organics-infant-formula-linked-to-botulism-outbreak/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-08-05,Roundup cancer lawsuit may proceed despite Supreme Court ruling,https://topclassactions.com/lawsuit-settlements/lawsuit-news/roundup-cancer-lawsuit-may-proceed-despite-supreme-court-ruling/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-08-05,Dairy Queen recalls Galliker Dairy chocolate ice cream mix over metal shavings,https://topclassactions.com/lawsuit-settlements/lawsuit-news/dairy-queen-recalls-galliker-dairy-chocolate-ice-cream-mix-over-metal-shavings/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-08-04,Was Route Package Protection added to your online purchase?,https://topclassactions.com/lawsuit-settlements/investigations/route-package-protection-shipping-insurance-legal-actions/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-08-04,Payactiv data breach class action settlement,https://topclassactions.com/lawsuit-settlements/open-lawsuit-settlements/payactiv-data-breach-class-action-settlement/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-08-04,$3.5M ZOLL Medical Corp. data breach class action settlement,https://topclassactions.com/lawsuit-settlements/open-lawsuit-settlements/3-5m-zoll-medical-corp-data-breach-class-action-settlement/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-08-04,Five Below class action claims retailer kept tariff refunds owed to customers,https://topclassactions.com/lawsuit-settlements/lawsuit-news/five-below-class-action-claims-retailer-kept-tariff-refunds-owed-to-customers/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-08-04,Lowe’s class action alleges recalled Kobalt yard tools have dangerous battery defect,https://topclassactions.com/lawsuit-settlements/lawsuit-news/lowes-class-action-alleges-recalled-kobalt-yard-tools-have-dangerous-battery-defect/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-08-04,Coachella class action claims music festival website illegally tracks visitors,https://topclassactions.com/lawsuit-settlements/lawsuit-news/coachella-class-action-claims-music-festival-website-illegally-tracks-visitors/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-08-03,$70M Oppenheimer & Co. ABDP cash sweep class action settlement,https://topclassactions.com/lawsuit-settlements/open-lawsuit-settlements/70m-oppenheimer-co-abdp-cash-sweep-class-action-settlement/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-08-03,$11M Hartford premium tax charges class action settlement,https://topclassactions.com/lawsuit-settlements/open-lawsuit-settlements/11m-hartford-premium-tax-charges-class-action-settlement/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-08-03,Discord agrees to strengthen safety features for Texas teens amid AG lawsuit,https://topclassactions.com/lawsuit-settlements/lawsuit-news/discord-agrees-to-strengthen-safety-features-for-texas-teens-amid-ag-lawsuit/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-08-03,Unilever sued over TRESemmé shampoo allegedly linked to hair loss,https://topclassactions.com/lawsuit-settlements/lawsuit-news/unilever-sued-over-tresemme-shampoo-allegedly-linked-to-hair-loss/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-08-03,"Equifax, Experian, Synchrony, Midland sued over credit report errors",https://topclassactions.com/lawsuit-settlements/lawsuit-news/equifax-experian-synchrony-midland-sued-over-credit-report-errors/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-08-03,"General Mills recalls more than 735,000 Pillsbury bread rolls over glass contamination",https://topclassactions.com/lawsuit-settlements/lawsuit-news/general-mills-recalls-more-than-735000-pillsbury-bread-rolls-over-glass-contamination/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-07-31,$359.9M RealPage antitrust class action settlement,https://topclassactions.com/lawsuit-settlements/open-lawsuit-settlements/359-9m-realpage-antitrust-class-action-settlement/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-07-31,Uber class action claims company misclassifies drivers as independent contractors,https://topclassactions.com/lawsuit-settlements/lawsuit-news/uber-class-action-claims-company-misclassifies-drivers-as-independent-contractors/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-07-31,Johnson & Johnson agrees to $5.5B settlement to resolve ovarian cancer talc lawsuits,https://topclassactions.com/lawsuit-settlements/lawsuit-news/johnson-johnson-agrees-to-5-5b-settlement-to-resolve-ovarian-cancer-talc-lawsuits/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-07-31,Honda hit with class action over alleged white paint peeling defect,https://topclassactions.com/lawsuit-settlements/lawsuit-news/honda-hit-with-class-action-over-alleged-white-paint-peeling-defect/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-07-31,Subaru recalls more than 541K vehicles due to incorrect GAWR labels,https://topclassactions.com/lawsuit-settlements/lawsuit-news/subaru-recalls-more-than-541k-vehicles-due-to-incorrect-gawr-labels/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-07-30,10 class action settlements you can claim in August 2026,https://topclassactions.com/lawsuit-settlements/lawsuit-news/10-class-action-settlements-you-can-claim-in-august-2026/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-07-30,Honda class action claims Odyssey minivans have defective starting system,https://topclassactions.com/lawsuit-settlements/lawsuit-news/honda-class-action-claims-odyssey-minivans-have-defective-starting-system/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-07-30,Home Depot faces privacy class action over alleged sale of customer data,https://topclassactions.com/lawsuit-settlements/lawsuit-news/home-depot-faces-privacy-class-action-over-alleged-sale-of-customer-data/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-07-30,"Honda recalls over 325,000 Odyssey vans due to rearview camera malfunction",https://topclassactions.com/lawsuit-settlements/lawsuit-news/honda-recalls-over-325000-odyssey-vans-due-to-rearview-camera-malfunction/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-07-29,$14M Costco sales emails class action settlement,https://topclassactions.com/lawsuit-settlements/open-lawsuit-settlements/14m-costco-sales-emails-class-action-settlement/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-07-29,"$750,000 iQ Credit Union overdraft fees class action settlement",https://topclassactions.com/lawsuit-settlements/open-lawsuit-settlements/750000-iq-credit-union-overdraft-fees-class-action-settlement/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-07-29,ECOA lawsuit: Were you denied a loan or credit card?,https://topclassactions.com/lawsuit-settlements/investigations/ecoa-class-action-lawsuit/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-07-29,Class action claims Lululemon kept tariff windfall instead of refunding customers,https://topclassactions.com/lawsuit-settlements/lawsuit-news/class-action-claims-lululemon-kept-tariff-windfall-instead-of-refunding-customers/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-07-29,Walmart class action claims Great Value chia seeds contain mold,https://topclassactions.com/lawsuit-settlements/lawsuit-news/walmart-class-action-claims-great-value-chia-seeds-contain-mold/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-07-29,Macy’s faces class action over alleged deceptive furniture protection plan,https://topclassactions.com/lawsuit-settlements/lawsuit-news/macys-faces-class-action-over-alleged-deceptive-furniture-protection-plan/,class-action
2026-08-05T20:58:09.012313,Top Class Actions,2026-07-29,Lupin Pharmaceuticals recalls 2.5M prednisolone eye drop bottles over contamination concerns,https://topclassactions.com/lawsuit-settlements/lawsuit-news/lupin-pharmaceuticals-recalls-2-5m-prednisolone-eye-drop-bottles-over-contamination-concerns/,class-action
